date,rate
1/4/05,1.000236438
2/4/05,1.000236438
3/4/05,1.000236438
4/4/05,1.000236438
5/4/05,1.000236438
6/4/05,1.000236438
7/4/05,1.000236438
8/4/05,1.000236438
9/4/05,1.000236438
10/4/05,1.000236438
11/4/05,1.000236438
12/4/05,1.000236438
13/4/05,1.000236438
14/4/05,1.000236438
15/4/05,1.000236438
16/4/05,1.000236438
17/4/05,1.000236438
18/4/05,1.000236438
19/4/05,1.000236438
20/4/05,1.000236438
21/4/05,1.000236438
22/4/05,1.000236438
23/4/05,1.000236438
24/4/05,1.000236438
25/4/05,1.000236438
26/4/05,1.000236438
27/4/05,1.000236438
28/4/05,1.000236438
29/4/05,1.000236438
30/4/05,1.000236438
1/5/05,1.000236438
2/5/05,1.000236438
3/5/05,1.000236438
4/5/05,1.000236438
5/5/05,1.000236438
6/5/05,1.000236438
7/5/05,1.000236438
8/5/05,1.000236438
9/5/05,1.000236438
10/5/05,1.000236438
11/5/05,1.000236438
12/5/05,1.000236438
13/5/05,1.000236438
14/5/05,1.000236438
15/5/05,1.000236438
16/5/05,1.000236438
17/5/05,1.000236438
18/5/05,1.000236438
19/5/05,1.000236438
20/5/05,1.000236438
21/5/05,1.000236438
22/5/05,1.000236438
23/5/05,1.000236438
24/5/05,1.000236438
25/5/05,1.000236438
26/5/05,1.000236438
27/5/05,1.000236438
28/5/05,1.000236438
29/5/05,1.000236438
30/5/05,1.000236438
31/5/05,1.000236438
1/6/05,1.000236438
2/6/05,1.000236438
3/6/05,1.000236438
4/6/05,1.000236438
5/6/05,1.000236438
6/6/05,1.000236438
7/6/05,1.000236438
8/6/05,1.000236438
9/6/05,1.000236438
10/6/05,1.000236438
11/6/05,1.000236438
12/6/05,1.000236438
13/6/05,1.000236438
14/6/05,1.000236438
15/6/05,1.000236438
16/6/05,1.000236438
17/6/05,1.000236438
18/6/05,1.000236438
19/6/05,1.000236438
20/6/05,1.000236438
21/6/05,1.000236438
22/6/05,1.000236438
23/6/05,1.000236438
24/6/05,1.000236438
25/6/05,1.000236438
26/6/05,1.000236438
27/6/05,1.000236438
28/6/05,1.000236438
29/6/05,1.000236438
30/6/05,1.000236438
1/7/05,1.000237808
2/7/05,1.000237808
3/7/05,1.000237808
4/7/05,1.000237808
5/7/05,1.000237808
6/7/05,1.000237808
7/7/05,1.000237808
8/7/05,1.000237808
9/7/05,1.000237808
10/7/05,1.000237808
11/7/05,1.000237808
12/7/05,1.000237808
13/7/05,1.000237808
14/7/05,1.000237808
15/7/05,1.000237808
16/7/05,1.000237808
17/7/05,1.000237808
18/7/05,1.000237808
19/7/05,1.000237808
20/7/05,1.000237808
21/7/05,1.000237808
22/7/05,1.000237808
23/7/05,1.000237808
24/7/05,1.000237808
25/7/05,1.000237808
26/7/05,1.000237808
27/7/05,1.000237808
28/7/05,1.000237808
29/7/05,1.000237808
30/7/05,1.000237808
31/7/05,1.000237808
1/8/05,1.000237808
2/8/05,1.000237808
3/8/05,1.000237808
4/8/05,1.000237808
5/8/05,1.000237808
6/8/05,1.000237808
7/8/05,1.000237808
8/8/05,1.000237808
9/8/05,1.000237808
10/8/05,1.000237808
11/8/05,1.000237808
12/8/05,1.000237808
13/8/05,1.000237808
14/8/05,1.000237808
15/8/05,1.000237808
16/8/05,1.000237808
17/8/05,1.000237808
18/8/05,1.000237808
19/8/05,1.000237808
20/8/05,1.000237808
21/8/05,1.000237808
22/8/05,1.000237808
23/8/05,1.000237808
24/8/05,1.000237808
25/8/05,1.000237808
26/8/05,1.000237808
27/8/05,1.000237808
28/8/05,1.000237808
29/8/05,1.000237808
30/8/05,1.000237808
31/8/05,1.000237808
1/9/05,1.000237808
2/9/05,1.000237808
3/9/05,1.000237808
4/9/05,1.000237808
5/9/05,1.000237808
6/9/05,1.000237808
7/9/05,1.000237808
8/9/05,1.000237808
9/9/05,1.000237808
10/9/05,1.000237808
11/9/05,1.000237808
12/9/05,1.000237808
13/9/05,1.000237808
14/9/05,1.000237808
15/9/05,1.000237808
16/9/05,1.000237808
17/9/05,1.000237808
18/9/05,1.000237808
19/9/05,1.000237808
20/9/05,1.000237808
21/9/05,1.000237808
22/9/05,1.000237808
23/9/05,1.000237808
24/9/05,1.000237808
25/9/05,1.000237808
26/9/05,1.000237808
27/9/05,1.000237808
28/9/05,1.000237808
29/9/05,1.000237808
30/9/05,1.000237808
1/10/05,1.000236438
2/10/05,1.000236438
3/10/05,1.000236438
4/10/05,1.000236438
5/10/05,1.000236438
6/10/05,1.000236438
7/10/05,1.000236438
8/10/05,1.000236438
9/10/05,1.000236438
10/10/05,1.000236438
11/10/05,1.000236438
12/10/05,1.000236438
13/10/05,1.000236438
14/10/05,1.000236438
15/10/05,1.000236438
16/10/05,1.000236438
17/10/05,1.000236438
18/10/05,1.000236438
19/10/05,1.000236438
20/10/05,1.000236438
21/10/05,1.000236438
22/10/05,1.000236438
23/10/05,1.000236438
24/10/05,1.000236438
25/10/05,1.000236438
26/10/05,1.000236438
27/10/05,1.000236438
28/10/05,1.000236438
29/10/05,1.000236438
30/10/05,1.000236438
31/10/05,1.000236438
1/11/05,1.000236438
2/11/05,1.000236438
3/11/05,1.000236438
4/11/05,1.000236438
5/11/05,1.000236438
6/11/05,1.000236438
7/11/05,1.000236438
8/11/05,1.000236438
9/11/05,1.000236438
10/11/05,1.000236438
11/11/05,1.000236438
12/11/05,1.000236438
13/11/05,1.000236438
14/11/05,1.000236438
15/11/05,1.000236438
16/11/05,1.000236438
17/11/05,1.000236438
18/11/05,1.000236438
19/11/05,1.000236438
20/11/05,1.000236438
21/11/05,1.000236438
22/11/05,1.000236438
23/11/05,1.000236438
